sex;age;marital;income;ls;smoke
FEMALE;39;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;37;MARRIED;NA;PLEASED;NO
FEMALE;68;MARRIED;800;MIXED;NO
MALE;81;MARRIED;1800;MIXED;YES
FEMALE;40;MARRIED;1600;PLEASED;YES
MALE;17;SINGLE;-8;PLEASED;NO
FEMALE;35;MARRIED;1800;PLEASED;NO
FEMALE;70;WIDOWED;915;MIXED;NO
FEMALE;65;WIDOWED;1300;MOSTLY SATISFIED;NO
MALE;60;MARRIED;1330;PLEASED;NO
FEMALE;20;SINGLE;NA;PLEASED;NO
MALE;44;MARRIED;-8;PLEASED;NO
FEMALE;21;SINGLE;NA;MIXED;NO
FEMALE;59;MARRIED;600;MOSTLY SATISFIED;YES
MALE;26;SINGLE;520;UNHAPPY;NO
MALE;43;MARRIED;-8;PLEASED;YES
FEMALE;17;SINGLE;330;PLEASED;NO
MALE;46;MARRIED;-8;PLEASED;NO
MALE;35;MARRIED;3500;PLEASED;YES
FEMALE;76;WIDOWED;1200;MIXED;NO
FEMALE;63;MARRIED;173;MOSTLY DISSATISFIED;NO
FEMALE;82;WIDOWED;1260;PLEASED;NO
FEMALE;48;MARRIED;1600;MOSTLY SATISFIED;NO
FEMALE;76;WIDOWED;1600;PLEASED;NO
FEMALE;59;WIDOWED;1180;MOSTLY DISSATISFIED;YES
MALE;58;MARRIED;1800;MOSTLY SATISFIED;NO
FEMALE;64;MARRIED;910;PLEASED;NO
MALE;35;MARRIED;1820;PLEASED;NO
FEMALE;36;SINGLE;1900;MOSTLY SATISFIED;NO
MALE;18;SINGLE;-8;PLEASED;NO
FEMALE;22;SINGLE;1500;MOSTLY SATISFIED;NO
FEMALE;50;MARRIED;-8;PLEASED;NO
FEMALE;54;MARRIED;1200;MIXED;NO
MALE;51;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;70;WIDOWED;1800;MOSTLY SATISFIED;NO
MALE;48;SINGLE;NA;MOSTLY SATISFIED;YES
MALE;23;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;74;WIDOWED;700;MIXED;NO
FEMALE;54;MARRIED;2300;PLEASED;NO
FEMALE;60;WIDOWED;-8;MOSTLY SATISFIED;YES
FEMALE;51;MARRIED;1500;MOSTLY SATISFIED;NO
MALE;19;SINGLE;-8;PLEASED;NO
FEMALE;59;MARRIED;110;MIXED;YES
MALE;61;MARRIED;760;MIXED;YES
MALE;84;MARRIED;1358;MIXED;NO
FEMALE;53;MARRIED;-8;PLEASED;NO
MALE;36;MARRIED;4000;PLEASED;YES
MALE;42;MARRIED;2500;PLEASED;NO
FEMALE;19;SINGLE;NA;PLEASED;NO
MALE;64;MARRIED;2100;PLEASED;YES
MALE;35;SINGLE;2700;MOSTLY SATISFIED;NO
MALE;33;MARRIED;1000;PLEASED;YES
FEMALE;78;MARRIED;800;PLEASED;NO
FEMALE;73;MARRIED;NA;PLEASED;YES
MALE;53;SINGLE;1580;MOSTLY SATISFIED;NO
FEMALE;78;MARRIED;1043;MOSTLY SATISFIED;NO
FEMALE;59;MARRIED;1800;DELIGHTED;NO
FEMALE;69;WIDOWED;-8;PLEASED;NO
FEMALE;78;WIDOWED;1000;MOSTLY SATISFIED;NO
MALE;43;DIVORCED;2300;MOSTLY SATISFIED;YES
MALE;35;MARRIED;1500;PLEASED;NO
MALE;59;MARRIED;1500;MOSTLY SATISFIED;NO
FEMALE;17;SINGLE;-8;PLEASED;NO
MALE;62;SINGLE;1400;MIXED;NO
FEMALE;62;MARRIED;1000;MOSTLY DISSATISFIED;NO
FEMALE;57;MARRIED;800;PLEASED;NO
FEMALE;18;SINGLE;NA;PLEASED;NO
FEMALE;35;MARRIED;-8;PLEASED;NO
FEMALE;34;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;73;MARRIED;1600;MOSTLY SATISFIED;NO
FEMALE;37;MARRIED;806;MOSTLY SATISFIED;YES
FEMALE;23;SINGLE;1280;MOSTLY SATISFIED;NO
FEMALE;18;SINGLE;-8;PLEASED;NO
MALE;69;MARRIED;-8;MIXED;YES
FEMALE;83;MARRIED;800;MOSTLY SATISFIED;NO
MALE;70;MARRIED;700;MIXED;YES
FEMALE;55;WIDOWED;600;MOSTLY SATISFIED;YES
FEMALE;70;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;71;WIDOWED;680;DELIGHTED;NO
FEMALE;91;WIDOWED;950;MIXED;NO
MALE;25;SINGLE;1400;DELIGHTED;NO
FEMALE;57;MARRIED;1229;MIXED;YES
FEMALE;48;MARRIED;1000;PLEASED;NO
FEMALE;63;WIDOWED;1313;MOSTLY SATISFIED;NO
MALE;49;SINGLE;1620;MOSTLY SATISFIED;YES
MALE;58;MARRIED;NA;PLEASED;YES
FEMALE;64;MARRIED;1200;MOSTLY DISSATISFIED;YES
FEMALE;80;WIDOWED;880;MOSTLY SATISFIED;NO
FEMALE;77;MARRIED;1300;PLEASED;NO
MALE;34;MARRIED;1818;PLEASED;NO
FEMALE;56;WIDOWED;-8;DELIGHTED;NO
FEMALE;50;MARRIED;1000;PLEASED;YES
FEMALE;65;MARRIED;700;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;800;MOSTLY SATISFIED;NO
MALE;56;DIVORCED;2000;PLEASED;NO
FEMALE;80;MARRIED;1000;MOSTLY SATISFIED;NO
MALE;28;SINGLE;3650;MOSTLY SATISFIED;NO
MALE;26;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;45;SINGLE;925;MOSTLY SATISFIED;NO
FEMALE;39;MARRIED;1600;PLEASED;NO
FEMALE;36;MARRIED;2400;MOSTLY SATISFIED;NO
MALE;19;SINGLE;-8;PLEASED;NO
FEMALE;33;SINGLE;2500;PLEASED;NO
FEMALE;31;SINGLE;500;MOSTLY SATISFIED;NO
FEMALE;60;SINGLE;490;MIXED;NO
FEMALE;26;MARRIED;1300;MOSTLY DISSATISFIED;YES
FEMALE;75;MARRIED;700;PLEASED;NO
FEMALE;45;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;21;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;54;MARRIED;NA;MOSTLY DISSATISFIED;YES
FEMALE;19;SINGLE;NA;PLEASED;NO
FEMALE;21;SINGLE;-8;DELIGHTED;NO
FEMALE;25;SINGLE;1000;MOSTLY SATISFIED;NO
MALE;74;MARRIED;2500;PLEASED;NO
MALE;55;MARRIED;2500;PLEASED;NO
MALE;42;MARRIED;1500;PLEASED;YES
MALE;28;MARRIED;2000;MIXED;YES
FEMALE;62;MARRIED;620;PLEASED;NO
MALE;85;MARRIED;1500;MOSTLY SATISFIED;NO
FEMALE;19;SINGLE;NA;MIXED;NO
FEMALE;48;MARRIED;NA;PLEASED;NO
FEMALE;41;MARRIED;NA;MOSTLY SATISFIED;YES
MALE;53;MARRIED;2500;MIXED;NO
FEMALE;55;MARRIED;500;PLEASED;NO
MALE;37;SINGLE;1200;MOSTLY SATISFIED;YES
FEMALE;48;SINGLE;NA;MOSTLY SATISFIED;YES
MALE;23;SINGLE;NA;MIXED;NO
MALE;55;MARRIED;1500;MOSTLY SATISFIED;YES
MALE;32;SINGLE;1400;PLEASED;YES
FEMALE;65;MARRIED;1100;MIXED;NO
FEMALE;23;SINGLE;NA;MOSTLY SATISFIED;YES
FEMALE;58;MARRIED;NA;PLEASED;NO
FEMALE;50;MARRIED;600;PLEASED;NO
FEMALE;19;SINGLE;NA;PLEASED;NO
MALE;55;MARRIED;560;MOSTLY SATISFIED;YES
MALE;51;SINGLE;-8;MIXED;NO
FEMALE;47;SINGLE;2000;MOSTLY SATISFIED;NO
MALE;53;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;52;MARRIED;1000;DELIGHTED;YES
MALE;38;MARRIED;1100;MOSTLY SATISFIED;NO
MALE;65;MARRIED;1860;DELIGHTED;NO
FEMALE;52;MARRIED;1700;PLEASED;NO
MALE;90;MARRIED;1800;MOSTLY SATISFIED;NO
FEMALE;26;SINGLE;1000;PLEASED;NO
FEMALE;75;WIDOWED;670;MOSTLY SATISFIED;NO
MALE;25;SINGLE;2400;DELIGHTED;NO
FEMALE;34;MARRIED;600;MIXED;NO
MALE;37;MARRIED;2500;MOSTLY SATISFIED;NO
FEMALE;25;MARRIED;4500;PLEASED;NO
MALE;57;MARRIED;1500;PLEASED;NO
MALE;47;SINGLE;830;MOSTLY DISSATISFIED;YES
MALE;39;MARRIED;2000;MOSTLY SATISFIED;NO
MALE;56;MARRIED;NA;PLEASED;YES
FEMALE;49;MARRIED;600;MOSTLY SATISFIED;NO
MALE;35;SINGLE;-8;MIXED;YES
MALE;40;DIVORCED;-8;MOSTLY DISSATISFIED;YES
MALE;40;MARRIED;2800;MOSTLY SATISFIED;YES
MALE;78;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;1060;MIXED;NO
FEMALE;54;SINGLE;2300;PLEASED;NO
MALE;35;MARRIED;2500;PLEASED;YES
MALE;26;SINGLE;NA;MOSTLY DISSATISFIED;NO
FEMALE;63;MARRIED;1300;MOSTLY SATISFIED;NO
FEMALE;50;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;37;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;32;MARRIED;1000;PLEASED;NO
FEMALE;56;DIVORCED;1350;MOSTLY DISSATISFIED;NO
MALE;80;WIDOWED;1876;MOSTLY DISSATISFIED;NO
MALE;44;MARRIED;6000;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;73;MARRIED;1200;MIXED;YES
MALE;76;WIDOWED;1200;MIXED;NO
FEMALE;30;SINGLE;2000;MIXED;YES
FEMALE;63;MARRIED;1150;PLEASED;NO
FEMALE;77;MARRIED;1300;PLEASED;NO
MALE;54;MARRIED;1300;MOSTLY DISSATISFIED;YES
MALE;57;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;26;SINGLE;2500;PLEASED;NO
MALE;70;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;69;MARRIED;1200;MOSTLY SATISFIED;NO
MALE;50;MARRIED;1800;PLEASED;YES
MALE;28;MARRIED;1500;MOSTLY SATISFIED;YES
FEMALE;41;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;33;MARRIED;2000;DELIGHTED;NO
FEMALE;40;MARRIED;600;MIXED;YES
MALE;35;SINGLE;NA;MIXED;YES
FEMALE;45;WIDOWED;-8;MIXED;YES
MALE;46;SINGLE;2000;PLEASED;YES
FEMALE;35;MARRIED;1350;MOSTLY SATISFIED;YES
MALE;56;MARRIED;750;MOSTLY SATISFIED;YES
FEMALE;18;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;33;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;45;DIVORCED;1300;MIXED;YES
FEMALE;42;MARRIED;-8;PLEASED;NO
FEMALE;68;MARRIED;800;MOSTLY SATISFIED;NO
FEMALE;45;DIVORCED;1600;MIXED;YES
FEMALE;57;MARRIED;3300;PLEASED;NO
MALE;25;SINGLE;1100;MOSTLY SATISFIED;YES
FEMALE;42;DIVORCED;2000;MOSTLY DISSATISFIED;NO
MALE;51;SINGLE;NA;MOSTLY SATISFIED;YES
MALE;33;SINGLE;-8;PLEASED;YES
FEMALE;63;MARRIED;950;MOSTLY SATISFIED;NO
MALE;39;SINGLE;-8;MOSTLY SATISFIED;YES
FEMALE;75;WIDOWED;1250;MOSTLY DISSATISFIED;NO
FEMALE;36;MARRIED;2500;PLEASED;YES
FEMALE;55;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;55;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;51;DIVORCED;1000;MIXED;YES
FEMALE;67;MARRIED;1500;MIXED;NO
MALE;49;MARRIED;2900;MOSTLY SATISFIED;YES
FEMALE;41;MARRIED;1500;PLEASED;YES
FEMALE;32;MARRIED;2000;MOSTLY SATISFIED;YES
MALE;28;MARRIED;1300;DELIGHTED;YES
MALE;40;MARRIED;1600;MOSTLY SATISFIED;NO
MALE;39;MARRIED;3000;DELIGHTED;YES
FEMALE;21;SINGLE;NA;PLEASED;NO
MALE;54;MARRIED;2200;MOSTLY SATISFIED;NO
FEMALE;48;MARRIED;1000;MIXED;NO
FEMALE;31;SINGLE;2000;PLEASED;NO
MALE;27;SINGLE;NA;MOSTLY SATISFIED;YES
MALE;46;MARRIED;2600;PLEASED;NO
MALE;18;SINGLE;NA;PLEASED;NO
MALE;25;SINGLE;NA;MIXED;NO
MALE;59;SINGLE;1800;MIXED;YES
FEMALE;63;MARRIED;950;DELIGHTED;NO
MALE;44;MARRIED;1600;MIXED;NO
FEMALE;54;WIDOWED;1000;MOSTLY SATISFIED;NO
MALE;34;MARRIED;4000;PLEASED;NO
FEMALE;69;MARRIED;800;MIXED;NO
FEMALE;27;SINGLE;1500;MIXED;NO
FEMALE;29;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;41;MARRIED;-8;NA;NO
FEMALE;60;MARRIED;1300;PLEASED;NO
MALE;50;MARRIED;1000;MOSTLY SATISFIED;NO
MALE;64;MARRIED;-8;MOSTLY DISSATISFIED;YES
FEMALE;34;MARRIED;6000;PLEASED;NO
FEMALE;19;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;77;WIDOWED;1118;PLEASED;YES
FEMALE;60;MARRIED;756;PLEASED;NO
FEMALE;77;WIDOWED;1100;MIXED;NO
MALE;26;SINGLE;6000;MIXED;YES
MALE;43;MARRIED;1500;PLEASED;YES
MALE;61;MARRIED;1600;MOSTLY DISSATISFIED;NO
FEMALE;36;MARRIED;1500;MOSTLY DISSATISFIED;NO
MALE;54;MARRIED;540;MIXED;NO
MALE;23;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;62;MARRIED;10000;PLEASED;YES
FEMALE;69;WIDOWED;1520;MOSTLY SATISFIED;NO
FEMALE;18;SINGLE;NA;PLEASED;NO
FEMALE;16;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;62;MARRIED;1600;MOSTLY SATISFIED;NO
MALE;57;DIVORCED;2700;MOSTLY SATISFIED;NO
MALE;17;SINGLE;NA;PLEASED;NO
MALE;87;MARRIED;810;MOSTLY SATISFIED;NO
MALE;50;MARRIED;5000;PLEASED;YES
MALE;57;SINGLE;520;MOSTLY SATISFIED;NO
MALE;86;WIDOWED;1000;MOSTLY SATISFIED;NO
MALE;50;MARRIED;4000;PLEASED;NO
FEMALE;60;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;2800;MOSTLY SATISFIED;NO
FEMALE;45;MARRIED;2500;PLEASED;NO
MALE;54;MARRIED;-8;PLEASED;NO
FEMALE;72;SINGLE;1700;MOSTLY SATISFIED;NO
FEMALE;51;MARRIED;2000;PLEASED;NO
MALE;61;MARRIED;1500;MOSTLY DISSATISFIED;NO
MALE;18;SINGLE;-8;DELIGHTED;YES
FEMALE;34;DIVORCED;1000;MOSTLY DISSATISFIED;NO
MALE;20;SINGLE;-8;DELIGHTED;NO
MALE;49;DE FACTO SEPARATED;1000;MOSTLY DISSATISFIED;NO
MALE;66;MARRIED;1428;DELIGHTED;NO
MALE;41;MARRIED;2000;PLEASED;NO
MALE;49;MARRIED;3000;PLEASED;YES
FEMALE;21;SINGLE;300;PLEASED;NO
FEMALE;51;MARRIED;1040;PLEASED;YES
FEMALE;26;MARRIED;1300;PLEASED;NO
FEMALE;27;SINGLE;1600;PLEASED;NO
MALE;57;MARRIED;10000;PLEASED;NO
FEMALE;63;WIDOWED;1200;MOSTLY SATISFIED;NO
FEMALE;56;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;50;MARRIED;1043;PLEASED;YES
FEMALE;36;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;34;DIVORCED;NA;MOSTLY SATISFIED;YES
FEMALE;20;SINGLE;1000;MIXED;NO
FEMALE;69;SINGLE;975;MOSTLY DISSATISFIED;NO
MALE;47;SINGLE;780;MOSTLY SATISFIED;NO
FEMALE;27;SINGLE;1300;PLEASED;YES
FEMALE;32;MARRIED;650;PLEASED;NO
MALE;52;MARRIED;-8;PLEASED;NO
FEMALE;45;MARRIED;3000;MOSTLY SATISFIED;YES
FEMALE;62;MARRIED;630;MIXED;YES
MALE;33;MARRIED;3000;PLEASED;NO
MALE;72;WIDOWED;1200;PLEASED;NO
FEMALE;25;SINGLE;700;PLEASED;NO
MALE;56;MARRIED;2800;PLEASED;NO
FEMALE;82;WIDOWED;760;MIXED;NO
FEMALE;75;WIDOWED;1100;PLEASED;NO
FEMALE;49;MARRIED;1700;PLEASED;NO
FEMALE;82;WIDOWED;1000;MOSTLY DISSATISFIED;NO
FEMALE;56;MARRIED;900;MIXED;NO
FEMALE;71;MARRIED;680;MIXED;NO
FEMALE;74;WIDOWED;815;MOSTLY SATISFIED;NO
FEMALE;27;SINGLE;2500;PLEASED;NO
FEMALE;50;MARRIED;NA;PLEASED;YES
MALE;72;MARRIED;1800;MOSTLY SATISFIED;NO
MALE;58;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;37;DIVORCED;4000;DELIGHTED;NO
FEMALE;57;WIDOWED;660;MOSTLY SATISFIED;NO
FEMALE;35;MARRIED;3000;DELIGHTED;NO
MALE;41;MARRIED;1500;PLEASED;NO
MALE;16;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;61;MARRIED;3000;PLEASED;NO
FEMALE;36;SINGLE;400;MOSTLY SATISFIED;NO
FEMALE;72;WIDOWED;1100;MOSTLY SATISFIED;NO
FEMALE;38;MARRIED;1100;PLEASED;NO
MALE;76;MARRIED;800;DELIGHTED;NO
FEMALE;30;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;76;WIDOWED;1600;MOSTLY SATISFIED;YES
MALE;62;MARRIED;2000;MOSTLY DISSATISFIED;YES
FEMALE;59;MARRIED;1500;MOSTLY SATISFIED;YES
MALE;58;MARRIED;1300;PLEASED;NO
MALE;42;SINGLE;511;UNHAPPY;YES
MALE;23;SINGLE;1500;PLEASED;YES
MALE;19;SINGLE;-8;DELIGHTED;NA
MALE;59;MARRIED;1200;PLEASED;NO
MALE;18;SINGLE;NA;DELIGHTED;NO
MALE;44;MARRIED;2000;PLEASED;NO
FEMALE;39;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;49;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;52;MARRIED;700;MIXED;NO
FEMALE;32;MARRIED;204;MOSTLY SATISFIED;NO
MALE;17;SINGLE;NA;PLEASED;NO
MALE;44;MARRIED;2000;MOSTLY SATISFIED;NO
MALE;55;MARRIED;1000;MOSTLY SATISFIED;YES
FEMALE;62;WIDOWED;2000;PLEASED;NO
MALE;73;MARRIED;800;PLEASED;NO
MALE;61;MARRIED;1700;PLEASED;YES
FEMALE;26;SINGLE;NA;PLEASED;NO
FEMALE;52;MARRIED;2200;PLEASED;YES
FEMALE;70;WIDOWED;1100;MOSTLY DISSATISFIED;NO
FEMALE;22;SINGLE;900;DELIGHTED;NO
MALE;45;DIVORCED;640;PLEASED;YES
MALE;57;MARRIED;980;PLEASED;NO
FEMALE;66;WIDOWED;1450;MOSTLY SATISFIED;NO
MALE;59;MARRIED;1300;MIXED;YES
FEMALE;60;MARRIED;700;MOSTLY SATISFIED;NO
FEMALE;63;MARRIED;-8;PLEASED;NO
FEMALE;24;SINGLE;500;MOSTLY SATISFIED;NO
MALE;60;MARRIED;1300;MOSTLY SATISFIED;NO
MALE;26;NA;1000;PLEASED;NO
FEMALE;32;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;35;MARRIED;1900;PLEASED;NO
FEMALE;76;MARRIED;800;PLEASED;NO
FEMALE;64;WIDOWED;870;MIXED;NO
FEMALE;31;SINGLE;NA;PLEASED;NO
FEMALE;74;WIDOWED;1300;MOSTLY SATISFIED;NO
MALE;43;MARRIED;2000;MOSTLY SATISFIED;NO
MALE;21;SINGLE;1200;PLEASED;NO
MALE;32;MARRIED;-8;PLEASED;YES
FEMALE;55;MARRIED;-8;PLEASED;YES
MALE;19;SINGLE;NA;PLEASED;NO
FEMALE;66;DIVORCED;860;UNHAPPY;NO
MALE;24;SINGLE;1300;PLEASED;YES
MALE;36;MARRIED;200;MOSTLY SATISFIED;YES
MALE;44;MARRIED;2500;PLEASED;NO
FEMALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;52;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;25;SINGLE;2100;PLEASED;YES
MALE;77;MARRIED;1900;MOSTLY SATISFIED;YES
FEMALE;23;MARRIED;1500;PLEASED;NO
MALE;32;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;20;SINGLE;395;MOSTLY SATISFIED;NO
MALE;45;MARRIED;1000;PLEASED;YES
FEMALE;28;SINGLE;NA;MIXED;NO
MALE;55;MARRIED;3000;MOSTLY SATISFIED;YES
FEMALE;62;MARRIED;800;MIXED;NO
FEMALE;64;WIDOWED;890;MOSTLY SATISFIED;NO
MALE;51;MARRIED;1800;DELIGHTED;NO
FEMALE;61;DIVORCED;1700;MOSTLY SATISFIED;YES
MALE;54;MARRIED;2500;MIXED;YES
MALE;26;SINGLE;NA;DELIGHTED;NO
FEMALE;64;WIDOWED;990;MOSTLY SATISFIED;NO
MALE;40;MARRIED;2800;PLEASED;YES
MALE;35;MARRIED;1800;PLEASED;NO
FEMALE;65;MARRIED;-8;PLEASED;NO
MALE;82;WIDOWED;850;MOSTLY SATISFIED;NO
MALE;61;MARRIED;-8;PLEASED;NO
FEMALE;41;MARRIED;1500;PLEASED;NO
FEMALE;30;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;87;WIDOWED;1050;MOSTLY SATISFIED;NO
MALE;52;MARRIED;1800;PLEASED;NO
MALE;59;MARRIED;1100;MOSTLY SATISFIED;NO
FEMALE;27;MARRIED;4500;PLEASED;NO
FEMALE;49;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;32;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;71;MARRIED;1400;MIXED;NO
FEMALE;78;WIDOWED;920;PLEASED;NO
FEMALE;60;MARRIED;700;MOSTLY SATISFIED;NO
MALE;66;MARRIED;1100;MIXED;NO
FEMALE;33;MARRIED;NA;MIXED;NO
FEMALE;19;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;73;MARRIED;1000;MOSTLY SATISFIED;NO
MALE;53;DIVORCED;2000;MOSTLY DISSATISFIED;YES
FEMALE;51;MARRIED;2540;PLEASED;NO
FEMALE;33;MARRIED;1500;MOSTLY SATISFIED;YES
MALE;34;MARRIED;3100;PLEASED;NO
MALE;38;SINGLE;2500;MOSTLY SATISFIED;YES
FEMALE;37;MARRIED;1500;PLEASED;NO
FEMALE;64;MARRIED;1330;MOSTLY SATISFIED;YES
MALE;47;MARRIED;1200;DELIGHTED;NO
MALE;61;MARRIED;1500;PLEASED;NO
MALE;18;SINGLE;-8;MIXED;NO
MALE;85;WIDOWED;2180;PLEASED;NO
FEMALE;41;MARRIED;1700;PLEASED;NO
MALE;73;DIVORCED;1150;MOSTLY DISSATISFIED;YES
MALE;51;DIVORCED;3000;PLEASED;YES
MALE;52;MARRIED;3000;PLEASED;NO
MALE;63;MARRIED;2800;PLEASED;NO
FEMALE;60;MARRIED;NA;PLEASED;NO
FEMALE;25;SINGLE;1116;PLEASED;NO
FEMALE;52;MARRIED;NA;PLEASED;YES
FEMALE;74;MARRIED;1200;PLEASED;NO
MALE;25;SINGLE;500;MIXED;NO
FEMALE;58;MARRIED;800;MOSTLY SATISFIED;NO
FEMALE;23;SINGLE;-8;MIXED;NO
FEMALE;57;WIDOWED;1030;PLEASED;NO
MALE;20;SINGLE;NA;DELIGHTED;NO
MALE;19;SINGLE;-8;PLEASED;NO
FEMALE;59;MARRIED;1150;MOSTLY SATISFIED;YES
FEMALE;53;MARRIED;1800;MIXED;NO
FEMALE;50;MARRIED;600;MIXED;NO
MALE;51;MARRIED;900;MIXED;YES
MALE;22;SINGLE;1300;MOSTLY SATISFIED;NO
MALE;23;NA;3000;MOSTLY SATISFIED;YES
FEMALE;72;MARRIED;1100;PLEASED;NO
MALE;60;SINGLE;-8;MIXED;YES
MALE;46;MARRIED;-8;MOSTLY SATISFIED;YES
FEMALE;56;MARRIED;900;PLEASED;NO
MALE;84;MARRIED;1700;MOSTLY SATISFIED;NO
MALE;45;MARRIED;2200;PLEASED;NO
FEMALE;74;DE FACTO SEPARATED;950;MIXED;NO
MALE;52;MARRIED;2000;MOSTLY DISSATISFIED;YES
FEMALE;31;MARRIED;1800;DELIGHTED;YES
FEMALE;69;WIDOWED;1370;MOSTLY SATISFIED;NO
FEMALE;86;DIVORCED;1050;MIXED;NO
FEMALE;55;MARRIED;1300;MIXED;NO
MALE;51;MARRIED;1500;MIXED;YES
MALE;59;MARRIED;737;DELIGHTED;NO
FEMALE;26;SINGLE;3700;PLEASED;NO
FEMALE;63;MARRIED;1250;MOSTLY SATISFIED;NO
MALE;51;SINGLE;900;MIXED;NO
MALE;63;WIDOWED;490;PLEASED;YES
FEMALE;32;MARRIED;500;MOSTLY SATISFIED;NO
FEMALE;53;MARRIED;NA;MIXED;YES
MALE;50;SINGLE;1400;MOSTLY SATISFIED;NO
FEMALE;38;MARRIED;NA;PLEASED;NO
MALE;43;SINGLE;1200;MOSTLY SATISFIED;YES
MALE;72;WIDOWED;1300;PLEASED;YES
MALE;22;SINGLE;780;MOSTLY SATISFIED;YES
FEMALE;49;MARRIED;1000;MOSTLY DISSATISFIED;NO
FEMALE;33;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;79;MARRIED;1320;MIXED;NO
MALE;22;SINGLE;631;MIXED;NO
MALE;24;MARRIED;2000;PLEASED;YES
MALE;47;MARRIED;600;MIXED;YES
FEMALE;58;DIVORCED;2400;MIXED;YES
FEMALE;29;MARRIED;1200;MOSTLY SATISFIED;YES
MALE;20;SINGLE;-8;PLEASED;NO
MALE;51;MARRIED;550;MOSTLY SATISFIED;NO
MALE;28;SINGLE;-8;PLEASED;NO
MALE;22;SINGLE;NA;PLEASED;NO
FEMALE;58;MARRIED;1500;PLEASED;NO
FEMALE;22;SINGLE;600;PLEASED;NO
FEMALE;36;MARRIED;2300;PLEASED;NO
MALE;65;MARRIED;1200;PLEASED;NO
FEMALE;29;SINGLE;1100;MOSTLY SATISFIED;NO
FEMALE;56;MARRIED;NA;PLEASED;NO
FEMALE;32;MARRIED;1500;PLEASED;NO
FEMALE;21;SINGLE;630;MOSTLY SATISFIED;NO
MALE;48;MARRIED;2000;PLEASED;YES
MALE;60;SINGLE;6000;MOSTLY SATISFIED;NO
MALE;25;SINGLE;NA;PLEASED;NO
FEMALE;60;MARRIED;640;MIXED;NO
FEMALE;20;SINGLE;-8;PLEASED;NO
FEMALE;54;MARRIED;800;MOSTLY SATISFIED;NO
FEMALE;54;MARRIED;-8;PLEASED;NO
FEMALE;27;MARRIED;NA;PLEASED;NO
FEMALE;19;SINGLE;300;PLEASED;NO
MALE;18;SINGLE;300;PLEASED;NO
FEMALE;30;MARRIED;1600;PLEASED;NO
MALE;48;MARRIED;-8;MOSTLY SATISFIED;YES
MALE;72;MARRIED;1760;PLEASED;YES
FEMALE;68;MARRIED;870;MOSTLY SATISFIED;YES
FEMALE;45;MARRIED;3000;MIXED;YES
MALE;57;MARRIED;2000;DELIGHTED;NO
FEMALE;65;MARRIED;1400;PLEASED;NO
MALE;64;MARRIED;1600;DELIGHTED;NO
MALE;60;MARRIED;1400;PLEASED;NO
MALE;68;MARRIED;2300;PLEASED;NO
MALE;28;SINGLE;420;MOSTLY SATISFIED;NO
